0,Hateful Tweet ID,hate_speech,Reply Tweet ID,counter_speech,counter_speech,Q2,Q3,Q4,target,clarity,evidence,emotional_appeal,rebuttal,audience_adaptation,fairness
1677,1318410948529524736,U break up w that bitch for 3 hours &amp; she start tweeting shit like “tall men🤤😍😍 “ bitch i will ki1l every nigga over 6ft,1318645126579785729,@Geo_sinatraSLV Nigga we shoot back 😂,1,0.0,1.0,,gender,3,1,1,1,1,2
1678,1318410948529524736,U break up w that bitch for 3 hours &amp; she start tweeting shit like “tall men🤤😍😍 “ bitch i will ki1l every nigga over 6ft,1318676172910268416,@Geo_sinatraSLV I don’t be understanding this short men slander :/,1,0.0,1.0,,gender,1,1,0,1,1,3
1679,1318410948529524736,U break up w that bitch for 3 hours &amp; she start tweeting shit like “tall men🤤😍😍 “ bitch i will ki1l every nigga over 6ft,1318677779852951552,@Geo_sinatraSLV Not every one 😭😭😭😭,1,0.0,0.0,,gender,1,1,0,1,1,3
1680,1318410948529524736,U break up w that bitch for 3 hours &amp; she start tweeting shit like “tall men🤤😍😍 “ bitch i will ki1l every nigga over 6ft,1318788512938938369,"@Geo_sinatraSLV Fuck it, that means i gotta do myself too 😂 tall ass, long neck muthafucka",1,0.0,1.0,,gender,2,1,1,1,1,2
1716,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",1318555065737748482,@TweetyMctwat Everyone is entitled to their own opinion. Happy to know trying to bring slavery back to the United States is ok with you. Vote as you please.,1,1.0,1.0,,political affiliation,3,1,0,2,1,3
1717,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",1318568779865939970,@TweetyMctwat Ok so where are you on marijuana decriminalization?,1,0.0,0.0,,political affiliation,2,1,0,1,1,3
1718,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",1318590518092320768,"@TweetyMctwat @ProudSocialist Look, I’m an independent too.  I voted for Biden because being independent means I vote for who I believe is the best person for an office.  I will say that I voted straight Democrat this cycle because Trump has destroyed this country &amp; the GOP silence is unacceptable.",1,1.0,0.0,,political affiliation,3,1,1,2,1,3
1719,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",1318591220583526400,"@TweetyMctwat @ProudSocialist I’m not that kind of Democrat and always welcome respectful conversations. Most Dems do. People are angry, but that’s no excuse to be rude. I’d like to hear your thoughts on the direction you want to see our country go. Let’s have some dialog.",1,1.0,0.0,,political affiliation,3,1,1,1,1,3
1720,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",1318591248664506369,"@TweetyMctwat @ProudSocialist Ok, you can fuck on off lol.",1,0.0,1.0,,political affiliation,1,1,1,1,1,1
1721,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",1318592378500952076,@TweetyMctwat What policies do you believe in?  Just curious.,1,0.0,0.0,,political affiliation,3,1,0,1,1,3
1722,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",1318604840461688832,"@TweetyMctwat It's not like the candidate came out and said, ""go vote for someone else."" but...(checks notes) oh wait sorry carry on",1,0.0,0.0,,political affiliation,2,1,0,1,1,3
1723,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",1318643065083498496,"@TweetyMctwat I’m a Democratic I won’t tell u who to vote for, look at last 4 years if you still vote Trump god help USA for all like you!",1,0.0,0.0,,political affiliation,3,1,0,2,1,2
1724,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",1318689447618150402,"@TweetyMctwat Then flush your vote in the toilet, voting third party means the same thing.. a wasted vote.",1,0.0,1.0,,political affiliation,3,1,1,1,1,3
1785,1318587092289585158,I wanna violate this bitch boy so bad but imma chill cause y’all can bully but when I bully back y’all be crying,1318588305966071808,@YungMiami305 Omg what happened sus 😩😂,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
1786,1318587092289585158,I wanna violate this bitch boy so bad but imma chill cause y’all can bully but when I bully back y’all be crying,1318592753522135042,@YungMiami305 Who trying to bully,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
1787,1318587092289585158,I wanna violate this bitch boy so bad but imma chill cause y’all can bully but when I bully back y’all be crying,1318593468772515843,@YungMiami305 Don't Do It.. Not worth the energy or the clout he chasing,1,1.0,0.0,,lgbtqia+,2,1,1,1,1,3
1788,1318587092289585158,I wanna violate this bitch boy so bad but imma chill cause y’all can bully but when I bully back y’all be crying,1318593960139509767,@YungMiami305 That’s so Beyoncé page ? 🧐,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
1789,1318587092289585158,I wanna violate this bitch boy so bad but imma chill cause y’all can bully but when I bully back y’all be crying,1318595221995819009,@YungMiami305 Who is the boy ?,1,0.0,1.0,,lgbtqia+,2,1,0,1,1,3
1790,1318587092289585158,I wanna violate this bitch boy so bad but imma chill cause y’all can bully but when I bully back y’all be crying,1318587649066700801,@YungMiami305 why do you feel the need to prove yourself...it’s not a crime to ignore things,1,1.0,0.0,,lgbtqia+,3,1,1,1,1,3
1791,1318587092289585158,I wanna violate this bitch boy so bad but imma chill cause y’all can bully but when I bully back y’all be crying,1318610064693919747,"@YungMiami305 y’all doing too much in her comments. that’s y’all problem. y’all love to create fake beef out of thin air and put female artists against each other. nicki was not dissing her, and she ain’t talking about nicki in this tweet. go find a job pls",1,1.0,0.0,,lgbtqia+,3,1,1,2,1,2
1792,1318587092289585158,I wanna violate this bitch boy so bad but imma chill cause y’all can bully but when I bully back y’all be crying,1318650921857974273,"@YungMiami305 SHE   IS    NOT   TALKING    ABOUT   NICKI 

All u want is fight and then u cry when your fav is on a beef with other rapper you stan so please, do my a favor and SHUTFUCKUP",1,1.0,1.0,,lgbtqia+,3,1,1,1,1,2
1895,1318911964710580231,Women are truly some weak ass bitches. Cuz ain’t no reason in the world why niggas are old ass hell eating pussy in the hole. None of you had the nerve to redirect him to the clit? NONE? Despicable! 😩😤,1318912594850316288,@passport_cutty 🥴🤣🤣🤣😭 wtf is going on here?!,1,0.0,0.0,,gender,1,1,0,1,1,2
2114,1319322130710933504,"If a nigga talk about a bitch like a dog to you best believe he doing the same thing to you, niggas be phony &amp; playing both sides like hoes!",1319324494381580288,@ThegirlJT You wrong!! Y'all mingles with F*ck boys (players). Learn to stop brother-zoning the good niggas,1,0.0,0.0,,ethnicity/race,3,1,1,1,1,2
2115,1319322130710933504,"If a nigga talk about a bitch like a dog to you best believe he doing the same thing to you, niggas be phony &amp; playing both sides like hoes!",1319322273493417985,@ThegirlJT WOMEN GOT NO PLACE IN HIPHOP BACK TO DA KITCHEN,1,0.0,1.0,,ethnicity/race,2,1,1,1,1,2
2116,1319322130710933504,"If a nigga talk about a bitch like a dog to you best believe he doing the same thing to you, niggas be phony &amp; playing both sides like hoes!",1319323948912345089,@ThegirlJT Twin stfu y’all do the same shit... most niggas just do it better. Most of us ain’t sayin shit to nobody that wasn’t said to you FIRST! Y’all gossip and LIE and play friendly,1,1.0,1.0,,ethnicity/race,3,1,1,1,1,1
2117,1319322130710933504,"If a nigga talk about a bitch like a dog to you best believe he doing the same thing to you, niggas be phony &amp; playing both sides like hoes!",1319329920607084544,@ThegirlJT @itsroylty It's not just niggas. Anyone that does other people dirty will do you dirty as well. Just a matter of time,1,1.0,0.0,,ethnicity/race,3,2,0,1,1,2
2118,1319322130710933504,"If a nigga talk about a bitch like a dog to you best believe he doing the same thing to you, niggas be phony &amp; playing both sides like hoes!",1319327756614709248,"@ThegirlJT And REALLY be thinking that man is on your side, like a STUPID HOE. 😂😭😂😭😂
Stay in your lane, and know your fuckin place. https://t.co/5qosg7cOWy",1,0.0,1.0,,ethnicity/race,3,1,1,1,1,2
2119,1319322130710933504,"If a nigga talk about a bitch like a dog to you best believe he doing the same thing to you, niggas be phony &amp; playing both sides like hoes!",1319370062831247378,"@ThegirlJT @allfortheloveee Maybe its time we stop calling women bitches..... no one got the right to call a woman any kinda derogatory terms, aint no woman no female dog. 

Yall aint calling your momma no bitch so y accept it for yourself.",1,1.0,0.0,,ethnicity/race,3,1,1,2,1,2
2155,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319340257763000320,@seungwanmarryme this isn’t making the noise you want it to,1,0.0,0.0,,gender,1,1,1,1,1,3
2156,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319340471244722178,@seungwanmarryme you’re not making the situation any better,1,0.0,0.0,,gender,2,1,0,1,1,3
2157,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319340495294791681,@seungwanmarryme not u doing this again 😭🔪,1,0.0,0.0,,gender,2,1,0,1,1,3
2158,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319342832201682946,@seungwanmarryme that’s weird delete this,1,0.0,0.0,,gender,1,1,0,1,1,3
2159,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319344683139633155,@seungwanmarryme you’re not making this situation better,1,0.0,0.0,,gender,1,1,0,1,1,3
2160,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319346141138472961,@seungwanmarryme this isn't funny at all. don't make jokes of the situation when rene herself is affected by it. don't get her dragged even more and delete this,1,1.0,0.0,,gender,3,1,1,1,1,3
2161,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319347422359932930,@seungwanmarryme the ableist weirdo strikes again,1,0.0,1.0,,gender,2,1,0,1,1,2
2162,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319347893061517313,@seungwanmarryme reveluv? delete. delete this now,1,0.0,0.0,,gender,1,1,0,1,1,3
2163,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319348353986031616,@seungwanmarryme i will say it again. you're weird asf.,1,0.0,1.0,,gender,2,1,0,1,1,1
2164,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319349262367404032,@seungwanmarryme yea ur weird as fuck mate,1,0.0,1.0,,gender,2,1,0,1,1,1
2165,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319353024326864896,@seungwanmarryme Oh so we’re making jokes about sexual assault now??? Really???,1,0.0,0.0,,gender,3,1,1,1,1,3
2166,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319357687503581184,@seungwanmarryme this is getting weird. not now hun,1,0.0,0.0,,gender,2,1,0,1,1,3
2167,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319363010918453248,@seungwanmarryme U think this will make the situation better? wtf delete this,1,0.0,1.0,,gender,3,1,0,1,1,2
2168,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319363295166435329,"@seungwanmarryme If you want to clown around, don't use Irene, use your real face instead bc if I were Irene, I wouldn't want to be represented like this",1,1.0,0.0,,gender,3,1,0,2,1,3
2169,1319331441986195457,“get on your knees and tie my shoes you fucking bitch. oh don’t you dare to refuse me or i will fuck your little ass,1319372229839179777,@seungwanmarryme yikes... this is not what we’re gonna do wtf,1,0.0,1.0,,gender,2,1,0,1,1,2
2379,1319719750331715585,"women be like “i need a man who can handle my toxic, bipolar, depressed ass” no bitch you need therapy",1319719985703493632,@snootid Holy I’m so tired I could literally pay someone to write this essay for me,1,0.0,1.0,,gender,3,1,1,1,1,3
2380,1319719750331715585,"women be like “i need a man who can handle my toxic, bipolar, depressed ass” no bitch you need therapy",1319720035615723527,@snootid mfs be like “are you okay”... NO... TF U FINNA DO GIVE ME THERAPY 🚶🏽‍♂️,1,0.0,1.0,,gender,2,1,1,1,1,2
2381,1319719750331715585,"women be like “i need a man who can handle my toxic, bipolar, depressed ass” no bitch you need therapy",1319721399330787332,@snootid Is it even worth it anymore? https://t.co/fYTut4Kph3,1,0.0,0.0,,gender,1,1,0,1,1,3
2382,1319719750331715585,"women be like “i need a man who can handle my toxic, bipolar, depressed ass” no bitch you need therapy",1319735919969226754,@snootid yeah i do and what about it,1,0.0,0.0,,gender,1,1,0,1,1,3
2383,1319719750331715585,"women be like “i need a man who can handle my toxic, bipolar, depressed ass” no bitch you need therapy",1319767574662533122,@snootid I know but therapy dont do nun,1,0.0,0.0,,gender,2,1,0,1,1,3
2384,1319719750331715585,"women be like “i need a man who can handle my toxic, bipolar, depressed ass” no bitch you need therapy",1319793469477605378,@snootid TALK THAT SHIT KING 😤😤😤,1,0.0,1.0,,gender,2,1,1,1,1,2
2385,1319719750331715585,"women be like “i need a man who can handle my toxic, bipolar, depressed ass” no bitch you need therapy",1319979394253742080,@snootid you so loud. for wat,1,0.0,0.0,,gender,1,1,0,1,1,3
2386,1319719750331715585,"women be like “i need a man who can handle my toxic, bipolar, depressed ass” no bitch you need therapy",1319720158735134721,@snootid this dudes on fire today,1,0.0,0.0,,gender,1,1,0,1,1,3
2700,1320388405243662336,Selling Pussy is not the only job in the world uno that right?? My friend makes $1200 a day just doing eyelashes. Just putting that out there if your not happy being a sex worker 💜,1320388745733021696,@sukihanagoat Everyone don't have that luxury you need to do research on survival sex workers.  Alot of people are forced into this because they were trafficked at a young age.  Your privilege is showing.,1,1.0,1.0,,gender,3,2,0,1,1,3
2701,1320388405243662336,Selling Pussy is not the only job in the world uno that right?? My friend makes $1200 a day just doing eyelashes. Just putting that out there if your not happy being a sex worker 💜,1320388875903070208,"@sukihanagoat If sex work has you struggling, pick up a new trade or skill. Crying and complaining gets you no where. They act like you woke up a millionaire , sis really got it out the mud.",1,1.0,1.0,,gender,3,1,0,2,1,3
2702,1320388405243662336,Selling Pussy is not the only job in the world uno that right?? My friend makes $1200 a day just doing eyelashes. Just putting that out there if your not happy being a sex worker 💜,1320403912063635458,@sukihanagoat Selling pussy isn’t a job from the jump..,1,1.0,0.0,,gender,2,1,0,1,1,2
2703,1320388405243662336,Selling Pussy is not the only job in the world uno that right?? My friend makes $1200 a day just doing eyelashes. Just putting that out there if your not happy being a sex worker 💜,1320418815700832258,@sukihanagoat Sure we know 🤷🏽‍♀️ do you know???🤦🏾‍♀️,1,0.0,0.0,,gender,2,1,0,1,1,3
2704,1320388405243662336,Selling Pussy is not the only job in the world uno that right?? My friend makes $1200 a day just doing eyelashes. Just putting that out there if your not happy being a sex worker 💜,1320426080755425280,@sukihanagoat SELLING PUSSY AND FUCKING IN PUBLIC ISNT A JOB BABYGIRL U LOST URSELF AND UR DAUGHTER GONNA GROW UP SELLING ASS LIKE HER MOMMA,1,1.0,1.0,,gender,3,1,1,1,1,1
2855,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289892168636710912,@JManziel2 @realzachk0enn hahaha sit down kid,1,0.0,1.0,,lgbtqia+,1,1,0,1,1,3
2856,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289892363449548801,@JManziel2 @realzachk0enn he ain't got time for haters. Get out.,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
2857,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289892456038805505,"@JManziel2 @RealZachK0enn Really, man? Dropping f bombs? I'm a fan, but that makes you sound really dumb and immature.",1,0.0,1.0,,lgbtqia+,3,1,1,1,1,3
2858,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289892466038022145,@JManziel2 @realzachk0enn I'm true Texas fan and there is no reason to hate on Him #hater,1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
2859,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289892608031993856,@JManziel2 @RealZachK0enn atleast he won the heisman as a freshman. What did you win?,1,1.0,0.0,,lgbtqia+,2,1,1,1,1,3
2860,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289892647689125889,@JManziel2 @realzachk0enn you must have nothing better to do in life but to talk crap to other people #smh,1,0.0,1.0,,lgbtqia+,3,1,1,1,1,2
2861,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289892739435352064,@JManziel2 @RealZachK0enn no need to hate on texas. nor manziel the man is a freak of nature you will be riding his D when he is in the nfl.,1,0.0,0.0,,lgbtqia+,2,1,0,1,1,3
2862,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289892871706927104,@JManziel2 @realzachk0enn why would you make fun of Johnny Manziel when you like UT??,1,1.0,0.0,,lgbtqia+,2,1,0,1,1,3
2863,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289893015949017088,"@JManziel2 don't sweat them haters bro. When they hating, that's when you know you're doing it right.",1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
2864,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289893351749210112,@JManziel2 yo why u do my boy @gsparks7 dirty like that? He wanted a napkin autographed,1,0.0,0.0,,lgbtqia+,2,1,0,1,1,3
2865,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289893490693926912,@JManziel2 @RealZachK0enn lmao this guy takes his sports alittle too serious.,1,0.0,0.0,,lgbtqia+,2,1,0,1,1,3
2866,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289893657593671680,@JManziel2 @RealZachK0enn See Johnny what I don't understand is why u respond to guys like him but not people like me who respect ur talent,1,0.0,0.0,,lgbtqia+,3,1,1,1,1,3
2867,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289893744923262977,"@RealZachK0enn @jmanziel2 dude shut up.. You're taking to the heisman winner. You're a Texas fan, a failure, a LOSER.",1,0.0,1.0,,lgbtqia+,3,1,1,1,1,2
2868,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289894078047469568,@JManziel2 @realzachk0enn ohhhhh!!! What's up son?! #SawEmOff,1,0.0,1.0,,lgbtqia+,1,1,0,1,1,3
2869,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289894164580167680,@JManziel2 @realzachk0enn ignore the idiots Johnny. This guy is clearly jealous. Don't lower yourself to their level.,1,0.0,1.0,,lgbtqia+,3,1,0,1,1,3
2870,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289894211891908608,@JManziel2 say homie im a #texas fan #HookemHorns .... but i dont think u a faggot.... u a #beast   hope #cowboys draft u wen u hit da draft,1,0.0,1.0,,lgbtqia+,2,1,0,1,1,2
2871,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289894813707427840,"@JManziel2 @realzachk0enn This guy has a real hard on for you man, don't let folks like this guy get you down. Keep proving people wrong bro",1,1.0,0.0,,lgbtqia+,3,1,0,1,1,3
2872,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289894977599860737,@JManziel2 @RealZachK0enn johnny...dont acknowledge drivel. Ignore them.,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
2873,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289895828435394560,@JManziel2 @RealZachK0enn Well if Johnny wanted to come to #Texas originally anyway then I guess he's a FAGGOT TOO ! #DumbAggie #Inbreds,1,0.0,1.0,,lgbtqia+,3,1,1,1,1,2
2874,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289896153045151744,@JManziel2 @realzachk0enn lil PR suggestion. U might want to take this post down. Media will kill u over this. #freeAdvice,1,0.0,0.0,,lgbtqia+,3,1,1,1,1,3
2875,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289896498018267138,@JManziel2 @RealZachK0enn don't be mad sir.. respect a good player when you see one,1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
2876,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289897719630270464,I seriously doubt @JManziel2 cares what all these haters say. Don't end up on his schedule..... for your sake #GIGEM,1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
2877,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289899679544659968,@JManziel2 @realzachk0enn new conference and they still hatin,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
2878,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289900316638461954,@JManziel2  Don't sink to his level! @realzachk0enn probably has the hots for ya! Now that's wats up!,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
2879,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289901311628017664,"@JManziel2 @realzachk0enn as a longhorn fan your making all of us look bad, most longhorn fans I know have class...",1,0.0,0.0,,lgbtqia+,1,1,1,1,1,3
2880,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289911408232120320,"@JManziel2 @realzachk0enn 
Isn't that the same thing?!!",1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
2881,289891961748471808,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,289920893369606144,@JManziel2 last time I checked you grew up a Texas fan as well?,1,0.0,0.0,,lgbtqia+,2,1,0,1,1,3
2957,290888055861153792,We all know a faggot named Luke,305746581158780929,@maddylanier what can I say😊,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
2958,290888055861153792,We all know a faggot named Luke,311236332515102720,@NiallDawkins @weallknowa I just tweeted that you dick,1,0.0,1.0,,lgbtqia+,1,1,0,1,1,1
3008,324738847156097025,"This tall goofy bitch just walked in the club, sit your Britney Griner lookin ass  down",324742746105606144,This nigga @MichaelBlackson look like A Locked Character on a video game,1,0.0,1.0,,gender,1,1,0,1,1,2
3095,356255162345603075,"DEATH THREAT: Black man tweets photo of himself holding gun, tweets ""Zimmerman we comin for yo life bitch"" http://t.co/ARLBb3OqYs",356255921791438849,@trscoop I forwarded that tweet to the FBI,1,0.0,0.0,,ethnicity/race,2,1,1,1,1,3
3096,356255162345603075,"DEATH THREAT: Black man tweets photo of himself holding gun, tweets ""Zimmerman we comin for yo life bitch"" http://t.co/ARLBb3OqYs",356256630452658176,@trscoop I say again it is amazing how people don't realize that their Tweets can be used as evidence in their upcoming trials!,1,0.0,0.0,,ethnicity/race,2,1,1,2,1,3
3128,363692996098654208,"😁😂😁😂😁😂😁😂 fuck you
Nigga. No shame tho! Fat in all the right places! RT @jburnone: Ur not a thick bitch your a fat chick it’s a difference",363694055907000320,@jburnone you got all your chicks rolling. You’re an ass😁😂😁😂😁,1,0.0,1.0,,ethnicity/race,1,1,1,1,1,1
3129,363692996098654208,"😁😂😁😂😁😂😁😂 fuck you
Nigga. No shame tho! Fat in all the right places! RT @jburnone: Ur not a thick bitch your a fat chick it’s a difference",363694466999140353,@jburnone Why that black face tho! I’m coming to Texas and I’m gone whoop your ass😂😂 leave me alone J 😔,1,0.0,1.0,,ethnicity/race,2,1,0,1,1,1
3130,363692996098654208,"😁😂😁😂😁😂😁😂 fuck you
Nigga. No shame tho! Fat in all the right places! RT @jburnone: Ur not a thick bitch your a fat chick it’s a difference",363697540018868226,"@jburnone Lmao, stop it. We’re homies!",1,0.0,1.0,,ethnicity/race,1,1,0,1,1,3
3216,385538699171467264,i fully support same-sex marriage but i'll never stop calling my friends faggots ,385561086050566144,"@annagwilliams @bitchprobIem yup, sums it up right there. Don't be offended if you get a 'hey faggot' from me.",1,0.0,1.0,,lgbtqia+,2,1,0,1,1,2
3219,400367202156564481,How you wife dat bitch 2many niggas fucked from my clique 2many niggas actin so rich all dese boppin hoes on my dick #Maserati,400367501470863360,@lildurk_ shut the fuck up bitch,1,0.0,1.0,,gender,1,1,1,1,1,1
3220,400367202156564481,How you wife dat bitch 2many niggas fucked from my clique 2many niggas actin so rich all dese boppin hoes on my dick #Maserati,400368543226531840,@lildurk_ we don't do them! #NoThotties,1,0.0,0.0,,gender,1,1,0,1,1,3
3259,421778652934586368,If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,421778855003557889,@ChiefKeef my nigga u be havin weak as a muhhfucker,1,0.0,1.0,,gender,1,1,1,1,1,1
3260,421778652934586368,If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,421778916270149632,@ChiefKeef bitch drop bang 3 u fuckin oop,1,0.0,1.0,,gender,1,1,0,1,1,2
3261,421778652934586368,If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,421779395242496001,@ChiefKeef u know u made Lupe stop rapping u fucked up fir that 😂,1,0.0,1.0,,gender,2,1,1,1,1,2
3262,421778652934586368,If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,421780560596713473,@ChiefKeef i thought you liked men??,1,0.0,0.0,,gender,2,1,0,1,1,3
3263,421778652934586368,If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,421781087363555329,@ChiefKeef yooo sosa stop fuckin with them thots 😂✋,1,0.0,1.0,,gender,1,1,0,1,1,2
3264,421778652934586368,If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,421798900328955905,"@ChiefKeef shit, based god could teach you a thing or two",1,0.0,1.0,,gender,1,1,0,1,1,2
3282,423589297720004608,"Invite me on your show, you lying pussy.  RT @Matthops82  ""Republicans are afraid of me. They don't want to talk to me."" - @edshow",423589629950832640,@AnnCoulter @Matthops82 YEAH YOU BIG FAT PUSSY @edshow !!!!!,1,0.0,1.0,,political affiliation,1,1,1,1,1,1
3283,423589297720004608,"Invite me on your show, you lying pussy.  RT @Matthops82  ""Republicans are afraid of me. They don't want to talk to me."" - @edshow",423590882361618432,Ann- last I checked you are not a party officer of the GOP nor are you an elected representative. @AnnCoulter @Matthops82 @edshow,1,1.0,0.0,,political affiliation,2,1,0,1,1,3
3284,423589297720004608,"Invite me on your show, you lying pussy.  RT @Matthops82  ""Republicans are afraid of me. They don't want to talk to me."" - @edshow",423590924078551040,@AnnCoulter @edshow Why should Ann come on your show? She'd have a bigger audience at the local Starbucks,1,0.0,1.0,,political affiliation,3,1,1,2,1,3
